uid	title	imgURL	caption	impression	problems
Implant280	Wrist Screws & Plates:  Herbert Bone Screw	http://orthopaediclist.com/images/uploaded/AO Acute52977-opt.jpg	Herbert Bone screw for scaphoid. Note threads of obviously different pitch on each end to compress bone fragments.	NA	NA
Implant1029	Wrist Screws & Plates:  Herbert Screw	http://orthopaediclist.com/images/uploaded/141530653973-opt.jpg	Herbert Screw Radioscapholunate Fixation	NA	NA
Implant4238	Wrist Screws & Plates:  Reverto Memory Staple™	http://orthopaediclist.com/images/uploaded/DSC02805(1)58027-opt.jpg	Reverto Memory Staple™ used for midcarpal (4 corner) arthrodesis	NA	NA
Implant677	Wrist Screws & Plates:  SBI Diamond Plate	http://orthopaediclist.com/images/uploaded/Badia Diamond Plate29452-opt.jpg	Diamond plate used for 4 bone intercarpal fusion which allows central compression due to screw eccentric placement	NA	NA
Implant308	Wrist, Total:  Hamas Pre-Centered	http://orthopaediclist.com/images/uploaded/Hamas Pre-Centered Total Wrist, Zimmer16576-opt.jpg	Wrist:  Hamas Pre-Centered Total Wrist Prosthesis X-ray Template.	NA	NA
Implant306	Wrist, Total:  Kuhlman	http://orthopaediclist.com/images/uploaded/Kulhman Total Wrist, France21348-opt.jpg	Kuhlman Total Wrist Prosthesis.   Made in France.	NA	NA
Implant309	Wrist, Total:  Loda	http://orthopaediclist.com/images/uploaded/Loda Total Wrist, Developmental, DePuy51471-opt.jpg	Loda Total Wrist Prosthesis; developmetal.	NA	NA
Implant303	Wrist, Total:  Mayo Weber	http://orthopaediclist.com/images/uploaded/Mayo Weber Total Wrist, Developmental, DePuy26578-opt.jpg	Mayo Weber Total Wrist Prosthesis; developmental.	NA	NA
Implant300	Wrist, Total:  Meuli	http://orthopaediclist.com/images/uploaded/Meuli Total Wrist, Protek ~ 197297481-opt.jpg	Meuli Total Wrist Prosthesis, circa 1972.	NA	NA
Implant301	Wrist, Total:  Meuli II	http://orthopaediclist.com/images/uploaded/Meuli II Total Wrist, Protek99036-opt.jpg	Meuli II Total Wrist.  [From a notebook of photographs presented to the American Academy of Orthopaedic Surgeons by Dr. Coonrad in 1982.]	NA	NA
Implant302	Wrist, Total:  Meuli III	http://orthopaediclist.com/images/uploaded/Meuli III Total Wrist, Protek17152-opt.jpg	Meuli III Total Wrist Prosthesis.	NA	NA
Implant307	Wrist, Total:  Name Unknown	http://orthopaediclist.com/images/uploaded/French Wrist28375-opt.jpg	Total Wrist Prosthesis.  Name unknown; made in France.	NA	NA
Implant304	Wrist, Total:  Taliesnik	http://orthopaediclist.com/images/uploaded/Taliesnik Total Wrist39670-opt.jpg	Taliesnik Total Wrist Prosthesis.	NA	NA
Implant305	Wrist, Total:  Volz	http://orthopaediclist.com/images/uploaded/Volz Wrist, Howmedica 1970's59999-opt.jpg	Volz Total Wrist Prosthesis.	NA	NA
Implant401	Zimmer	http://orthopaediclist.com/images/uploaded/TM patella98722-opt.jpg	Polyethylene patella cemented into a Trabecular Metal augment	NA	NA
Implant4259	Zimmer Anatomic Stem with HG 2 Shell	http://orthopaediclist.com/images/uploaded/AP(1)54470-opt.jpg	Implanted in 1985	NA	NA
Implant19	Zimmer Anatomical Shoulder Prosthesis	http://orthopaediclist.com/images/uploaded/Tornier Total Shoulder-opt.jpg	Submitted as an Unknown by Dr. Schofield	NA	NA
Implant384	Zimmer Dynesys	http://orthopaediclist.com/images/uploaded/DynesysXray1813-opt.jpg	Dynesys flexible stablization system	NA	NA
Implant428	Zimmer EPOCH	http://orthopaediclist.com/images/uploaded/100_058190717-opt.jpg	EPOCH Hip Prosthesis	NA	NA
Implant402	Zimmer Giliberty Bipolar	http://orthopaediclist.com/images/uploaded/Hardison Giliberty AP68962-opt.jpg	Giliberty Bipolar Hip Hemireplacement Prosthesis	NA	NA
Implant4215	Zimmer Harris Stem & HGII Cup	http://orthopaediclist.com/images/uploaded/Harris Precoat Cemented(1)3298-opt.jpg	Harris Precoat Cemented Stem w/ 6 degree taper neck and HGII Porous Cup	NA	NA
Implant416	Zimmer HG Stem & HG II Cup	http://orthopaediclist.com/images/uploaded/components 00459011-opt.jpg	Harris Galante Stem and HG II Cup (Lat.)	NA	NA
Implant417	Zimmer HG Stem & HG II Cup	http://orthopaediclist.com/images/uploaded/components 00588647-opt.jpg	Harris Galante Stem and HG II Cup (AP)	NA	NA
Implant3995	Zimmer HG Total Hip Prosthesis	http://orthopaediclist.com/images/uploaded/Original Harris Galante from Sarmiento 2008041419160-opt.jpg	Original Harris Galante total hip prosthesis, uncemented.	NA	NA
Implant152	Zimmer Mayo	http://orthopaediclist.com/images/uploaded/mayo THA27527-opt.jpg	Mayo Total Hip Arthroplasty AP & Lateral Views	NA	NA
Implant802	Zimmer MG II	http://orthopaediclist.com/images/uploaded/WEST, Junior AP knee10524-opt.jpg	AP View of Miller-Galante II, Porous Coated, Total Knee Prosthesis in a 74 year old man, 14 years post op.  Metal-backed Patella.	NA	NA
Implant803	Zimmer MG II	http://orthopaediclist.com/images/uploaded/WEST, Junior lateral MG II knee63021-opt.jpg	Lateral View of Miller-Galante II, Porous Coated, Total Knee Prosthesis in a 74 year old man, 14 years post op.  Metal-backed Patella.	NA	NA
Implant4247	Zimmer MG II Total Knee Prosthesis	http://orthopaediclist.com/images/uploaded/IMG00000ap(1)4646-opt.jpg	Submitted as an unidentified prosthesis for Dr. Seideman in preparation for revising the right knee. Trying to identify.	NA	NA
Implant2700	Zimmer ML Stem w MOM Cup	http://orthopaediclist.com/images/uploaded/mltaper mom281696-opt.jpg	ML Taper Stem, Metasul LDH MOM	NA	NA
Implant431	Zimmer Monoblock Tibia, Zimaloy Femur	http://orthopaediclist.com/images/uploaded/CR Porous. TM Tibia51666-opt.jpg	CR Monoblock Tibia.  CR Zimaloy Femur	NA	NA
Implant4283	Zimmer Multilock Stem & HG II Cup	http://orthopaediclist.com/images/uploaded/3807_22613_20111017151900.0(1)43149-opt.jpg	Courtesy of Daniel Weber; Integrity Orthopedics; Tinley Park, IL, USA, who submitted this image as an unidentified THA implanted 17 yrs previously	NA	NA
Implant809	Zimmer Natural	http://orthopaediclist.com/images/uploaded/!cid__08280714078214-opt.jpg	Submitted by Tara Jacobson as Unknowns.  Identified by Brad Wilkins on 4/7/10 as Zimmer Natural Knee revision implants.	NA	NA
Implant810	Zimmer Natural	http://orthopaediclist.com/images/uploaded/!cid__0828071408a30322-opt.jpg	Submitted by Tara Jacobson as Unknowns.  Identified by Brad Wilkins on 4/7/10 as Zimmer Natural Knee revision implants.	NA	NA
Implant4262	Zimmer NCB Periarticular Proximal Femoral Plate	http://orthopaediclist.com/images/uploaded/New Picture (4)26654-opt.jpg	98 yr old frail female patient with periprosthetic fracture above a Zimmer retrograde nail used for lower third shaft fracture within a 12 month period where the options were to revise the nail or to by work around it. Solution:  Zimmer NCB periarticular proximal femoral plate with polyaxial screws allowed to by pass the nail and fix the fracture with additional cable around the plate.	NA	NA
Implant2699	Zimmer Nexgen	http://orthopaediclist.com/images/uploaded/MISTIBIA143440-opt.jpg	Nexgen LPS Flex Femur MIS Tibia with 75mm drop down extension	NA	NA
Implant637	Zimmer Plates	http://orthopaediclist.com/images/uploaded/bowers 4moAP_148822-opt.jpg	Medial precontoured distal tibial and recontoured distal fibular plate used for a tibial plafond fracture. Implants do not have locking capability.	NA	NA
Implant4261	Zimmer Retrograde Nail	http://orthopaediclist.com/images/uploaded/New Picture (5)29330-opt.jpg	98 yr old frail female patient with periprosthetic fracture above a Zimmer retrograde nail used for lower third shaft fracture within a 12 months period where the option was revise the nail or to work around it.  An accompanying image demonstrates the following solution:  Zimmer NCB periarticular proximal femoral plate with polyaxial screws allowed to bypass the nail and fix the fracture with additional cable around the plate.	NA	NA
Implant3826	Zimmer STH-1	http://orthopaediclist.com/images/uploaded/APP0001 from Sarmiento uploaded 2008041095789-opt.jpg	STH-1.  Titanium head did not withstand long term survival.	NA	NA
Implant3993	Zimmer STH-2	http://orthopaediclist.com/images/uploaded/STH-1 from Sarmiento 2008041411026-opt.jpg	STH-2 Prostheses.  Made of Titanium alloy and developed in the mid 1970's.	NA	NA
Implant176	Zimmer VerSys System	http://orthopaediclist.com/images/uploaded/McNair33977-opt.jpg	VerSys Hip System Beaded FullCoat Femoral prosthesis with a Trilogy Acetabular component implanted through a 2 Incision Technique.	NA	NA
Implant4032	Zivash MOM	http://orthopaediclist.com/images/uploaded/Zivash from Sarmiento 2008041621605-opt.jpg	Made in Russia in the mid 1970s.  Metal on metal.  Femoral head could not be diassambled from the acetabular component.  Prosthesis had to be inserted with components assembled.	NA	NA
